$招商银行(SH600036)$一天反弹就都看多了么？跌到你们怀疑人生,03-17
$招商银行(SH600036)$这么尖的底？,03-17
转发,03-17
$招商银行(SH600036)$一直说暴跌，是提醒你们，反弹要记得跑，别想着什么,03-17
真正的王者,03-17
$招商银行(SH600036)$港股八个点？什么鬼,03-17
大宗交易：招商银行成交829.88万元，成交价42.58元（03-16）,03-17
直奔100[色],03-17
【2022.03.17】美联储加息25基点，美股继续上涨,03-17
涨停开盘[为什么],03-17
$招商银行(SH600036)$赶紧撤单，珍惜筹码[大笑][大笑][大笑],03-17
今天继续加仓招商银行，反正3000点肯定不会跌破。因为事实已经说明，如果跌破了有,03-17
上次2018年加息招商银行从25涨到40，这次2022年加息招商银行从40涨到点,03-17
$招商银行(SH600036)$给我跌，暴跌,03-17
技术指标不是万能钥匙,03-17
技术指标不是万能钥匙,03-17
这货必须得涨,03-17
低估了，下午那则消息。明天不敢乱动了，至少5个点涨幅。刘主持，慎出利空机制，问责,03-17
美联储加息，米股大涨，你小A涨不！,03-17
$招商银行(SH600036)$这次国家队出击的非常好，稳定了市场，让券商们救市,03-17
19号出年报，估计是大利好，否则公司不会挑这个时间公布的，大家准备坐火箭了,03-17
小伙子们，埋也埋了。帮我立块碑吧！碑上就写“待到解套时，家祭无忘告乃翁”,03-17
拿到19号会有惊喜哟！,03-17
招商银行：融资净偿还2913.53万元，融资余额65.75亿元（03-16）,03-17
$招商银行(SH600036)$今天暴跌再次开始，昨天没卖的哭去吧,03-17
一会开盘银行会继续拉升，估计到42.6左右,03-17
下跌中的反弹,03-17
$招商银行(SH600036)$今天最后的反弹让你们跑，没有跑的，准备迎接新一轮,03-17
$招商银行(SH600036)$感谢招商银行，下次还来。好股,03-17
资金空转公司代表！融资存量321.12万亿元，年负担利息16万亿元！,03-17
$招商银行(SH600036)$快买603331百达精工,03-17
哈哈哈，昨天割肉的[大笑],03-16
北上资金净卖出-8229.87万，外资今日“净买入”7股，名单来了：美的集团（9,03-16
我上次看还盈利17个点。。。这是咋了,03-16
三大指数午后飙涨创指涨超5%，大金融板块强势领涨，旅游、酒店、券商板块涨幅居前,03-16
嘉实基金管理有限公司,03-16
转发,03-16
招行牛啊[赞],03-16
我想哭，40的时候没接，刚刚跌下去了，我也没接，现在挂单进去了还撤不了，真的，我,03-16
现在一个是中国的股市，一个是粳米，粳米期货已经跌倒3400，而市场粳米已经批发价,03-16
出去的北向明后天可以回来啦,03-16
$招商银行(SH600036)$明天又是一根大阳线，就看后续资金能否跟上,03-16
招商银行37元又很强的支撑，不要怕！！,03-16
亏损的已亏了，昨天抄底的近十点落袋。今天缺口回补，上方还有二个缺口慢慢的等待回补,03-16
原本在40点处放置一鱼钩，昨天中午一点半时看见有条大鱼朝放钩处下沉，在看看分线单,03-16
$招商银行(SH600036)$明天暴跌，今天没跑的，明天哭吧,03-16
明天还可以涨2~3个点，凑够10个点！,03-16
$招商银行(SH600036)$这周要收复42.43，不收复代表玩完。收复的话可,03-16
$招商银行(SH600036)$明天别大跌[笑哭],03-16
政策底来了，抄底还有多远,03-16
招商银行年K线已是四连阳，股价收盘价创年收盘的历史新高！,03-16
200股43的本，被套中！明天还跌不？,03-16
能是反转底部吗？,03-16
这货明天还要低，这货买了中概互联基金，十大持仓里第一大持仓就是它，怪不得这几天跌,03-16
一切都晚了，我想死，都怪我自己贪心,03-16
人民币汇率“逆势上行”阻力增大,03-16
建信基金管理公司,03-16
这样拉我也不敢买,03-16
银行股大幅反弹 一日净“吸金”14亿,03-16
广州二十一世纪信息技术有限公司,03-16
彻底沸腾了！金融委重磅发话，两市绝地大反攻！价值ETF（510030）强势反弹近3%,03-16
华宝基金管理有限公司,03-16
