$招商银行(SH600036)$割不动了,03-15
$招商银行(SH600036)$50的本,03-15
$招商银行(SH600036)$古子还吹吗？,03-15
为什么啊？,03-15
为什么一直跌，究竟是什么情况,03-15
$招商银行(SH600036)$完犊子了,03-15
$招商银行(SH600036)$跌停,03-15
$招商银行(SH600036)$今天又是暴击的一天，各位心理如何,03-15
2元见,03-15
芭比Q了,03-15
今天反弹就走，我怕了你了,03-15
天天这么跌，谁受的了啊！[哭],03-15
补不起了～,03-15
$招商银行(SH600036)$彻底凉凉了,03-15
$招商银行(SH600036)$完了！,03-15
$招商银行(SH600036)$暴跌又开始了，快接盘,03-15
$招商银行(SH600036)$扶我起来，我还能跌,03-15
招商证券昨天系统宕机，客户损失巨大，道歉补偿屁都没有！！！！！！！！！！,03-15
$招商银行(SH600036)$兄弟们暴又开始啦，快接盘,03-15
今天跌破40，大盘跌破3100,03-15
$招商银行(SH600036)$这个权重股领先大盘做空，导致指数下跌，太明显了。,03-15
$招商银行(SH600036)$呵呵被华尔街做空了,03-15
【最全汇总】2月金融数据怎么看？未来经济预期又将如何传导？来看机构解读,03-15
超级巴飞特自媒体平台,03-15
【最全汇总】2月金融数据怎么看？未来经济预期又将如何传导？来看机构解读,03-15
华宝基金管理有限公司,03-15
招行必须国家队出手护盘了,03-15
【“芯”的一天 陪话理财】《2022年政府工作报告》十次提到“养老”关键词，未来养老如何尽早规划？,03-15
人生无常，大肠包小肠，大阴包小阳,03-15
转发,03-15
按特色资本的尿性，今天有可能拉涨停板,03-15
$招商银行(SH600036)$今天跌2个点,03-15
$招商银行(SH600036)$今年比08还要惨,03-15
是想跑的，但是——我用的是招商证券。,03-15
$招商银行(SH600036)$这波下跌远超2015股灾，看来还没完。复制200,03-15
价格泡沫就是价格泡沫！招行的基本面五年之内根本无法支撑40元以上的股价！再多招行,03-15
$招商银行(SH600036)$兄弟们开盘暴跌，月线才刚刚开始,03-15
$招商银行(SH600036)$怕啥前两年大盘指数2600的时候招商银行股价就是,03-15
黑周黑月黑年黑市,03-15
38见,03-15
$招商银行(SH600036)$腾讯自选股不能撤单,03-15
港股到40，A股必破40,03-15
真正的暴跌才开始     空空如也   拭目以待,03-15
别的龙头都跌了百分之80多了，轮到招商银行了，招商银行保底跌到2-3元附近,03-15
珍惜42的招商，韭菜们,03-15
第二个三一重工，龙头基本都跌了百分之90了，轮到招商银行了，跌倒2元附近,03-15
中国股市正遭遇金融闪电战欧股持续大涨，德国股市已经大涨3%，美股今晚大概率也是大,03-15
招商银行：连续3日融资净买入累计8049.66万元（03-14）,03-15
报团取暖，分崩离析,03-15
按民生银行或华夏银行的市盈率还要跌60%。,03-15
今天吃肉肉,03-15
$招商银行(SH600036)$真没想到你能到这地步,03-15
终于看到赛道银行股崩了......,03-15
大机会，就要拿桶接啊！,03-14
3.14复盘，外资整体出逃是超过140个亿，这应该是在历史上呢是很少见的！！！！,03-14
【最全汇总】2月金融数据怎么看？未来经济预期又将如何传导？来看机构解读,03-14
基金研究达人,03-14
谨防外资做空中国股市！,03-14
外围今晚反弹，明天小招带领吗！,03-14
破40没得说,03-14
招商银行，周二早盘，接外资的抛售，外资套现回美股，就让它们跑吧！,03-14
$招商银行(SH600036)$10年十几倍大牛股，比得上房价的涨幅了。,03-14
本周年报抢先看：招商银行净利首破千亿大关 这10家公司业绩大涨超200%,03-14
基金持仓太高，股息太低，注册制下，我最近把招商银行都换成交通银行了。算了下，分红,03-14
去年到今年年初港资的5.8亿股正在瑟瑟发抖吗？成本高达50以上。套牢290亿港资,03-14
看月线这是要开始史诗级调整呀，刚开始[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],03-14
银行股涨幅排行榜：成银榜首平银垫底，要珍惜14元的平安？,03-14
失去“同业”标签后，兴业银行还能重拾荣光吗？,03-14
《中访网》，生产最好的财经内容！,03-14
$招商银行(SH600036)$这次股灾中，大金融一定会带头起来！,03-14
明天重点关注这四大最具爆发潜力板块！一、新冠概念人气标的：中国医药，千红制药，兰,03-14
你的兄弟招商证券今天被骂惨了，你也不争气！,03-14
$招商银行(SH600036)$今年比08年还会惨,03-14
今天招行下跌的如此惨烈，全都怪我。我本想下场，用我万亿资金，拉个涨停。哪知，招商,03-14
主力利用上海指数没有涨多少的错觉，将大多数个股疯狂炒高并出货，是一次成功的操作。,03-14
明天跌破40,03-14
$招商银行(SH600036)$明天暴跌开盘,03-14
完蛋了,03-14
受不了  割肉 拜拜了您嘞,03-14
继续抄底！,03-14
都亏20%啦！什么鬼？,03-14
都亏20%啦！什么鬼？,03-14
$招商银行(SH600036)$好惨，44块多也被套的无语了,03-14
割肉跹了.高市盈率高净值高股价要回归了  换为北京银行渝农商行,03-14
个人看法,03-14
$招商银行(SH600036)$明天直接跌停,03-14
比价效应，在银行股中，招行确实高估了，抱团呗！该瓦解了。,03-14
似乎小招在跟恒指走势，恒指在跌，明天看看办！,03-14
这不要跌到30，他要到30那大盘要到哪里,03-14
我不理解，招商银行盈利1000多亿，四大行最高的达2000亿，结果四大行10块的,03-14
明显主力已不断出货了,03-14
毁灭吧到有本事到0,03-14
等年报出来应该稳了！慢慢熬,03-14
$招商银行(SH600036)$不要怕，听我说两句，这是技术性调整，是牛回头，是,03-14
$招商银行(SH600036)$银行成了做K砸盘的工具了,03-14
$招商银行(SH600036)$$黑牡丹(SH600510)$,03-14
$招商银行(SH600036)$七连阴！我一进来就跌，七连跌。。。真是TMD无语,03-14
招商会回到那里,03-14
$招商银行(SH600036)$招行估值已经比2019年元旦过后，牛市起步的第一,03-14
$招商银行(SH600036)$明天该出来洗地了。这么跌会出问题的,03-14
北向7000多万净流出，[旺柴]做空实锤了。,03-14
！今天被你证券害死了,03-14
还敢抄底吗？,03-14
果不其然！今日A股真的大幅度低开，紧急提醒所有人！,03-14
好久没见过招商一天跌五个点的，忘记是什么时候了[惨!关灯吃面],03-14
快扛不住了,03-14
独立财经评论员,03-14
32元止跌,03-14
$招商银行(SH600036)$既然是外资在做空，那我如果割肉岂不是落井下石，成,03-14
36块有较强支撑！,03-14
跟恒生科技一样的走势，估计也是科技股吧？,03-14
这是往死里整啊[哭],03-14
$招商银行(SH600036)$有外资大股东，这票腰斩是肯定的,03-14
$招商银行(SH600036)$外资砸盘内资此时不低吸还想干嘛？,03-14
$招商银行(SH600036)$如果不是被套，谁愿意做时间的朋友呢,03-14
$招商银行(SH600036)$如果不是被套，谁愿意做时间的朋友呢,03-14
$招商银行(SH600036)$这走势看起来快倒闭了，之前那个好期贷产品不是随借,03-14
47入场新韭菜准备用几万在这里学习买股票[强壮],03-14
$招商银行(SH600036)$所有的技术形态都失真，大家用不着死守。该离场就离,03-14
我在3月9日那天清仓了，赚的钱又还给市场了。割肉了也许是幸运！,03-14
就200股爱咋咋地,03-14
$招商银行(SH600036)$招行小赚480元走人了，亏不起了。,03-14
今天仍有大宗交易啊啊！纵使明天反弹，之后仍然向下，纵使明天向下仍然向下！,03-14
$招商银行(SH600036)$兄弟们，看看08年怎么下跌的，这次会更惨,03-14
银行业周度跟踪：稳增长政策有待进一步发力 部分行披露前两月良好经营业绩,03-14
$招商银行(SH600036)$买进招商银行你正在找伤，市场不相信眼泪，牛了几年,03-14
继续砸，老子割肉了,03-14
明天清仓处理,03-14
$招商银行(SH600036)$搞半天原来都是内资机构砸的，北向才卖几千万。,03-14
$招商银行(SH600036)$#招商银行上半年利润增长超两成#招商证券今天坑了,03-14
$招商银行(SH600036)$心头慌得一匹,03-14
北向才卖6千万，到底谁在砸盘？,03-14
打死我也不买啦，太坑了,03-14
这样子跌法，难道真的是要降息了吗？,03-14
转发,03-14
易方达坤哥51建仓,03-14
没想到啊没想到，你这个浓眉大眼的家伙也叛变了！,03-14
跌破40吧，感觉招商证券系统坑了招商银行，阴谋论有没有,03-14
$招商银行(SH600036)$今天的低开低走说明了市场有多弱，早上放量出货，下,03-14
$招商银行(SH600036)$我48.9的本。大家的本都是多少,03-14
招商还是那个招商,03-14
$招商银行(SH600036)$等这股跌到2020年三月份的28元左右！就可以入,03-14
被欺负的一动不动[泣不成声],03-14
$招商银行(SH600036)$明天不弹就撤,03-14
招商银行为什么这么牛？因为其实是一家科技公司！,03-14
神秘资金来救救招商银行吧,03-14
$招商银行(SH600036)$我48.9的本。大家的本都是多少[哭][哭],03-14
$招商银行(SH600036)$,03-14
$招商银行(SH600036)$抄底,03-14
这波操作蛋都碎了,03-14
让散户又爱又恨的2个慢牛股,03-14
600036:招商银行股份有限公司关于召开2021年度业绩发布会的公告,03-14
$招商银行(SH600036)$你是不是被315抓了,03-14
$招商银行(SH600036)$招商银行已经背水一战，本周六开奖。本人重仓，祝各,03-14
总市值跌回万亿之内前大家先别出手,03-14
$招商银行(SH600036)$来，再跌给我看看，42.9的本2层仓位2000股,03-14
35、30、20各有一个大的平台，先看这几个点位吧！,03-14
你给招商证券出点钱吧，招商证券app，垃圾的系统，全天不能交易,03-14
上市银行品牌声誉周度榜单（第四十八期3月5日-3月11日）,03-14
上海财联社金融科技有限公司,03-14
这货也就值15元,03-14
转发,03-14
$招商银行(SH600036)$我48.9的本。大家的本都是多少[哭][哭],03-14
$招商银行(SH600036)$没钱了，有老子就干,03-14
从月线来看，招商银行从14年开始一直涨，连个像样的回调都没有，看来这次是要打破位,03-14
招行的价格会杀的你目瞪口呆！你以为的底还很遥远，因为巨大估值泡沫，专治各种不服！,03-14
现在这种市场还谈什么支撑，市场没稳定之前不碰股票才是最安全的,03-14
$招商银行(SH600036)$38等你加仓,03-14
$招商银行(SH600036)$哎，跌麻了，吃饭都不舍得炒个菜，来这里挥金如土了,03-14
破千亿是吧？ 跌的就是你们银行,03-14
难道银行股回归价值？都要去破镜？看四大行还不错，其余超过净值的都大跌,03-14
$招商银行(SH600036)$没猜错的话，有一部分和我一样，本是来避险的吧。,03-14
也就值20块钱，怎么涨到这么高,03-14
招商银行股价创逾14个月新低,03-14
无支撑，还要跌5块,03-14
终于止跌了……,03-14
再来一个这样跌幅，明天就破40,03-14
北向资金进来的很多，很早，仅仅换算汇率增值平均10%，唉,03-14
业绩好，屁用没有，以后千万不能买业绩好的股票,03-14
算了，明天开溜,03-14
$招商银行(SH600036)$兄弟们开跌才刚刚开始,03-14
$招商银行(SH600036)$兄弟们，快加仓，快接盘，要拉盘了。我发现很多人不,03-14
回到25元。,03-14
转发,03-14
洗得漂亮，明日大涨,03-14
42.15的本，会不会被套、大哥们。有点慌,03-14
跌成这个样子了，看来要跌到月线的支撑,03-14
$招商银行(SH600036)$51.6的成本，扛不住了，走了，留下的发财！,03-14
$招商银行(SH600036)$系统性风险正在路上，第一次碰到今天招商证券手机A,03-14
外资先是买入银行股，然后套利砸银行股，间接带碰大盘，毫无抵抗,03-14
国债指数一路上涨，说明几个问题：1…外面投资风险比较大。2…说明市场缺钱，货币流,03-14
$招商银行(SH600036)$招商银行应该可以开始第二波了吧,03-14
非常完美使劲跌,03-14
去年中国平安，今年这个垃圾，我去，真倒霉[叹气][叹气][叹气],03-14
$招商银行(SH600036)$你怎么不跌停，垃圾银行股，跌了一个礼拜了，每天都,03-14
$招商银行(SH600036)$那些期望招行跌的这下好了[笑哭][笑哭][笑哭],03-14
嘿嘿嘿,03-14
$招商银行(SH600036)$北在逃所以呢↘。好！,03-14
说好的双针探底，一点也不准,03-14
$招商银行(SH600036)$最低价收市！有雷！！！,03-14
还做人吗,03-14
招行，下一个中国平安,03-14
$招商银行(SH600036)$今天抄底的人多吗？,03-14
$招商银行(SH600036)$哎,03-14
不到一周亏了10个多点，这还是银行股……认输走人[捂脸],03-14
$招商银行(SH600036)$搞个鬼,03-14
买了400股招商，抄底不能太重仓，不然心理压力大，一个风吹草动就割肉,03-14
我每天拼命做T，好不容易把46的成本做到了43，但是还是比不上你跌的速度！,03-14
$招商银行(SH600036)$都是外资重仓在卖，买股票千万能买外资和游资重仓股,03-14
$招商银行(SH600036)$请告诉我。底在哪里？？？？,03-14
做空A股？,03-14
$招商银行(SH600036)$黄金坑来了今年招行10派13应该,03-14
$招商银行(SH600036)$真TMD倒霉！买到你每天在跌。。。,03-14
有点意思，高位震荡吸筹吸足了向下突破[呲牙],03-14
冒个泡,03-14
$招商银行(SH600036)$跌到啊妈都不认得了[哭][哭][哭],03-14
信招商死翘翘,03-14
36进来的我都有点痛了,03-14
$招商银行(SH600036)$明摆着就是内资砸的，港股跌到现在还溢价7%，内资,03-14
比招商银行潜力大｜2022年金股｜有大风口：新冠 中药颗粒 仙丹,03-14
$招商银行(SH600036)$？？？？？你一个银行,03-14
$招商银行(SH600036)$看季20线,03-14
招商银行，出货非常的快乐。50元上方的，还快乐吗？,03-14
$招商银行(SH600036)$都几百手几百手的抛，砸的太猛了,03-14
＜元隆雅图＞低位辣条造谣者众，恶意操纵砸盘资金显立竭衰衰衰趋势～～～～～～～～。,03-14
继续抄底,03-14
买了100股，感受下气氛[俏皮],03-14
牛比,03-14
买了招商银行，支持打爆空头，扬我国威,03-14
$招商银行(SH600036)$到顶了，报团散了，崩塌了,03-14
$招商银行(SH600036)$像通源石油.吴通控股这种增发.收购的垃圾股I大家,03-14
$招商银行(SH600036)$获利比为0全部被套了流弊,03-14
$招商银行(SH600036)$看来跌得还不够恐怖，倒低什么价位大家才会恐惧？各,03-14
跌的好猛啊,03-14
为什么！！！！！！！,03-14
$招商银行(SH600036)$存款了，拿股息！杀吧,03-14
招商银行3月14日盘中跌幅达5%,03-14
$招商银行(SH600036)$大哥发个公告呀,03-14
大皮股股集体再次被锤大皮股股集体再次被锤大皮股股集体再次被锤大皮股股集体再次被锤,03-14
准备子弹抢反弹[捂脸],03-14
北向狗贼,03-14
下午的量 远不及上午 杀跌的量，观望情绪还是太浓,03-14
$招商银行(SH600036)$银行股几天能跌30个点，资本的力量太强了，远离股,03-14
$招商银行(SH600036)$我就回来看看,03-14
$招商银行(SH600036)$高位套住的别想解套了，没10年没戏了,03-14
不用说，今天割肉了，明天就会大涨,03-14
快乐的看招商银行内资爆仓！疫情后时代，不要买医疗药品，反向买旅游航空！,03-14
哈哈，漂亮。跌蒙你们,03-14
开始拉,03-14
$招商银行(SH600036)$明天能否回调呢？,03-14
$招商银行(SH600036)$一群韭菜，还在意涨，拦都拦不住，亏死你们，快加,03-14
$招商银行(SH600036)$跌跌不休啥时候是个头,03-14
$招商银行(SH600036)$朋友们，家人们，扶我起来，我还能跌,03-14
招商银行钱取不了,03-14
抛 北向资金的成本在10元-15元一带，有足够筹码抛,03-14
大屁股股集体被锤,03-14
这真是6啊。好家伙，直接跟我亏一万多。,03-14
大屁股股集体被锤,03-14
下一个中国平安,03-14
快起床护盘了，小招[惨!关灯吃面],03-14
$招商银行(SH600036)$连续7个交易日跌破布林下轨恶意砸盘？,03-14
这烂股就不会跌死[怒],03-14
$招商银行(SH600036)$外资能砸到30，国家队40接盘？是你傻还是国家队,03-14
和宁波短期难兄难弟，再好的股票都有一段事情是极端不友好的，这都是市场先生的一部分,03-14
这波40一下了,03-14
玩模拟140多个W现在只剩下80个W，这，真金白银谁抗的住,03-14
使用招商证券，太惨了。现在都是坏的，交易不了！,03-14
招商银行，外资在之前的沪深300里面，只要你想接盘，都会抛给你！跳水继续,03-14
$招商银行(SH600036)$再见了,03-14
别的龙头都跌了百分之80多了，轮到招商银行了，招商银行保底跌到2-3元附近,03-14
有图有真相，像癫痫病发作，突然某天来一次，之后又恢复长期向下。再过若干天，让你意,03-14
$招商银行(SH600036)$扶我起来，我还能跌,03-14
忍住,03-14
不要想着天天吃肉，现在是挨打的时候。,03-14
